,experiment,filename,id_code,plate,sirna,well
39,HEPG2-01,HEPG2-01_1_D04_s1.jpeg,HEPG2-01_1_D04,1,745.0,D04
40,HEPG2-01,HEPG2-01_1_D05_s1.jpeg,HEPG2-01_1_D05,1,1042.0,D05
41,HEPG2-01,HEPG2-01_1_D06_s1.jpeg,HEPG2-01_1_D06,1,436.0,D06
42,HEPG2-01,HEPG2-01_1_D07_s1.jpeg,HEPG2-01_1_D07,1,537.0,D07
43,HEPG2-01,HEPG2-01_1_D08_s1.jpeg,HEPG2-01_1_D08,1,124.0,D08
44,HEPG2-01,HEPG2-01_1_D09_s1.jpeg,HEPG2-01_1_D09,1,203.0,D09
45,HEPG2-01,HEPG2-01_1_D10_s1.jpeg,HEPG2-01_1_D10,1,708.0,D10
46,HEPG2-01,HEPG2-01_1_D11_s1.jpeg,HEPG2-01_1_D11,1,415.0,D11
47,HEPG2-01,HEPG2-01_1_D12_s1.jpeg,HEPG2-01_1_D12,1,653.0,D12
48,HEPG2-01,HEPG2-01_1_D13_s1.jpeg,HEPG2-01_1_D13,1,1056.0,D13
49,HEPG2-01,HEPG2-01_1_D14_s1.jpeg,HEPG2-01_1_D14,1,456.0,D14
50,HEPG2-01,HEPG2-01_1_D15_s1.jpeg,HEPG2-01_1_D15,1,217.0,D15
51,HEPG2-01,HEPG2-01_1_D16_s1.jpeg,HEPG2-01_1_D16,1,681.0,D16
52,HEPG2-01,HEPG2-01_1_D17_s1.jpeg,HEPG2-01_1_D17,1,113.0,D17
53,HEPG2-01,HEPG2-01_1_D18_s1.jpeg,HEPG2-01_1_D18,1,791.0,D18
54,HEPG2-01,HEPG2-01_1_D19_s1.jpeg,HEPG2-01_1_D19,1,538.0,D19
55,HEPG2-01,HEPG2-01_1_D20_s1.jpeg,HEPG2-01_1_D20,1,290.0,D20
56,HEPG2-01,HEPG2-01_1_D21_s1.jpeg,HEPG2-01_1_D21,1,576.0,D21
57,HEPG2-01,HEPG2-01_1_D22_s1.jpeg,HEPG2-01_1_D22,1,1031.0,D22
58,HEPG2-01,HEPG2-01_1_D23_s1.jpeg,HEPG2-01_1_D23,1,883.0,D23
59,HEPG2-01,HEPG2-01_1_E02_s1.jpeg,HEPG2-01_1_E02,1,400.0,E02
60,HEPG2-01,HEPG2-01_1_E03_s1.jpeg,HEPG2-01_1_E03,1,984.0,E03
61,HEPG2-01,HEPG2-01_1_E04_s1.jpeg,HEPG2-01_1_E04,1,80.0,E04
62,HEPG2-01,HEPG2-01_1_E05_s1.jpeg,HEPG2-01_1_E05,1,371.0,E05
63,HEPG2-01,HEPG2-01_1_E06_s1.jpeg,HEPG2-01_1_E06,1,987.0,E06
64,HEPG2-01,HEPG2-01_1_E07_s1.jpeg,HEPG2-01_1_E07,1,211.0,E07
65,HEPG2-01,HEPG2-01_1_E08_s1.jpeg,HEPG2-01_1_E08,1,157.0,E08
66,HEPG2-01,HEPG2-01_1_E09_s1.jpeg,HEPG2-01_1_E09,1,921.0,E09
67,HEPG2-01,HEPG2-01_1_E10_s1.jpeg,HEPG2-01_1_E10,1,478.0,E10
68,HEPG2-01,HEPG2-01_1_E11_s1.jpeg,HEPG2-01_1_E11,1,577.0,E11
69,HEPG2-01,HEPG2-01_1_E12_s1.jpeg,HEPG2-01_1_E12,1,345.0,E12
70,HEPG2-01,HEPG2-01_1_E13_s1.jpeg,HEPG2-01_1_E13,1,784.0,E13
71,HEPG2-01,HEPG2-01_1_E14_s1.jpeg,HEPG2-01_1_E14,1,894.0,E14
72,HEPG2-01,HEPG2-01_1_E15_s1.jpeg,HEPG2-01_1_E15,1,385.0,E15
73,HEPG2-01,HEPG2-01_1_E16_s1.jpeg,HEPG2-01_1_E16,1,1028.0,E16
74,HEPG2-01,HEPG2-01_1_E17_s1.jpeg,HEPG2-01_1_E17,1,8.0,E17
75,HEPG2-01,HEPG2-01_1_E18_s1.jpeg,HEPG2-01_1_E18,1,552.0,E18
76,HEPG2-01,HEPG2-01_1_E19_s1.jpeg,HEPG2-01_1_E19,1,695.0,E19
77,HEPG2-01,HEPG2-01_1_E20_s1.jpeg,HEPG2-01_1_E20,1,459.0,E20
78,HEPG2-01,HEPG2-01_1_E21_s1.jpeg,HEPG2-01_1_E21,1,581.0,E21
79,HEPG2-01,HEPG2-01_1_E22_s1.jpeg,HEPG2-01_1_E22,1,1060.0,E22
80,HEPG2-01,HEPG2-01_1_E23_s1.jpeg,HEPG2-01_1_E23,1,355.0,E23
81,HEPG2-01,HEPG2-01_1_F02_s1.jpeg,HEPG2-01_1_F02,1,900.0,F02
82,HEPG2-01,HEPG2-01_1_F04_s1.jpeg,HEPG2-01_1_F04,1,340.0,F04
83,HEPG2-01,HEPG2-01_1_F05_s1.jpeg,HEPG2-01_1_F05,1,486.0,F05
84,HEPG2-01,HEPG2-01_1_F06_s1.jpeg,HEPG2-01_1_F06,1,907.0,F06
85,HEPG2-01,HEPG2-01_1_F08_s1.jpeg,HEPG2-01_1_F08,1,391.0,F08
86,HEPG2-01,HEPG2-01_1_F09_s1.jpeg,HEPG2-01_1_F09,1,838.0,F09
87,HEPG2-01,HEPG2-01_1_F10_s1.jpeg,HEPG2-01_1_F10,1,523.0,F10
88,HEPG2-01,HEPG2-01_1_F12_s1.jpeg,HEPG2-01_1_F12,1,1084.0,F12
89,HEPG2-01,HEPG2-01_1_F13_s1.jpeg,HEPG2-01_1_F13,1,1089.0,F13
90,HEPG2-01,HEPG2-01_1_F14_s1.jpeg,HEPG2-01_1_F14,1,670.0,F14
91,HEPG2-01,HEPG2-01_1_F16_s1.jpeg,HEPG2-01_1_F16,1,450.0,F16
92,HEPG2-01,HEPG2-01_1_F17_s1.jpeg,HEPG2-01_1_F17,1,389.0,F17
93,HEPG2-01,HEPG2-01_1_F18_s1.jpeg,HEPG2-01_1_F18,1,379.0,F18
94,HEPG2-01,HEPG2-01_1_F20_s1.jpeg,HEPG2-01_1_F20,1,239.0,F20
95,HEPG2-01,HEPG2-01_1_F21_s1.jpeg,HEPG2-01_1_F21,1,604.0,F21
96,HEPG2-01,HEPG2-01_1_F23_s1.jpeg,HEPG2-01_1_F23,1,155.0,F23
97,HEPG2-01,HEPG2-01_1_G02_s1.jpeg,HEPG2-01_1_G02,1,5.0,G02
98,HEPG2-01,HEPG2-01_1_G03_s1.jpeg,HEPG2-01_1_G03,1,48.0,G03
99,HEPG2-01,HEPG2-01_1_G04_s1.jpeg,HEPG2-01_1_G04,1,1062.0,G04
100,HEPG2-01,HEPG2-01_1_G05_s1.jpeg,HEPG2-01_1_G05,1,884.0,G05
101,HEPG2-01,HEPG2-01_1_G06_s1.jpeg,HEPG2-01_1_G06,1,825.0,G06
102,HEPG2-01,HEPG2-01_1_G07_s1.jpeg,HEPG2-01_1_G07,1,798.0,G07
103,HEPG2-01,HEPG2-01_1_G08_s1.jpeg,HEPG2-01_1_G08,1,914.0,G08
104,HEPG2-01,HEPG2-01_1_G09_s1.jpeg,HEPG2-01_1_G09,1,1025.0,G09
105,HEPG2-01,HEPG2-01_1_G10_s1.jpeg,HEPG2-01_1_G10,1,624.0,G10
106,HEPG2-01,HEPG2-01_1_G11_s1.jpeg,HEPG2-01_1_G11,1,939.0,G11
107,HEPG2-01,HEPG2-01_1_G12_s1.jpeg,HEPG2-01_1_G12,1,938.0,G12
108,HEPG2-01,HEPG2-01_1_G13_s1.jpeg,HEPG2-01_1_G13,1,88.0,G13
109,HEPG2-01,HEPG2-01_1_G14_s1.jpeg,HEPG2-01_1_G14,1,1096.0,G14
110,HEPG2-01,HEPG2-01_1_G15_s1.jpeg,HEPG2-01_1_G15,1,46.0,G15
111,HEPG2-01,HEPG2-01_1_G16_s1.jpeg,HEPG2-01_1_G16,1,417.0,G16
112,HEPG2-01,HEPG2-01_1_G17_s1.jpeg,HEPG2-01_1_G17,1,910.0,G17
113,HEPG2-01,HEPG2-01_1_G18_s1.jpeg,HEPG2-01_1_G18,1,268.0,G18
114,HEPG2-01,HEPG2-01_1_G19_s1.jpeg,HEPG2-01_1_G19,1,744.0,G19
115,HEPG2-01,HEPG2-01_1_G20_s1.jpeg,HEPG2-01_1_G20,1,1006.0,G20
116,HEPG2-01,HEPG2-01_1_G21_s1.jpeg,HEPG2-01_1_G21,1,606.0,G21
117,HEPG2-01,HEPG2-01_1_G22_s1.jpeg,HEPG2-01_1_G22,1,172.0,G22
118,HEPG2-01,HEPG2-01_1_G23_s1.jpeg,HEPG2-01_1_G23,1,506.0,G23
119,HEPG2-01,HEPG2-01_1_H02_s1.jpeg,HEPG2-01_1_H02,1,760.0,H02
120,HEPG2-01,HEPG2-01_1_H04_s1.jpeg,HEPG2-01_1_H04,1,1013.0,H04
121,HEPG2-01,HEPG2-01_1_H05_s1.jpeg,HEPG2-01_1_H05,1,77.0,H05
122,HEPG2-01,HEPG2-01_1_H06_s1.jpeg,HEPG2-01_1_H06,1,1101.0,H06
123,HEPG2-01,HEPG2-01_1_H08_s1.jpeg,HEPG2-01_1_H08,1,56.0,H08
124,HEPG2-01,HEPG2-01_1_H09_s1.jpeg,HEPG2-01_1_H09,1,699.0,H09
125,HEPG2-01,HEPG2-01_1_H10_s1.jpeg,HEPG2-01_1_H10,1,1065.0,H10
126,HEPG2-01,HEPG2-01_1_H12_s1.jpeg,HEPG2-01_1_H12,1,847.0,H12
127,HEPG2-01,HEPG2-01_1_H13_s1.jpeg,HEPG2-01_1_H13,1,348.0,H13
128,HEPG2-01,HEPG2-01_1_H14_s1.jpeg,HEPG2-01_1_H14,1,1008.0,H14
129,HEPG2-01,HEPG2-01_1_H16_s1.jpeg,HEPG2-01_1_H16,1,845.0,H16
130,HEPG2-01,HEPG2-01_1_H17_s1.jpeg,HEPG2-01_1_H17,1,102.0,H17
131,HEPG2-01,HEPG2-01_1_H18_s1.jpeg,HEPG2-01_1_H18,1,3.0,H18
132,HEPG2-01,HEPG2-01_1_H20_s1.jpeg,HEPG2-01_1_H20,1,543.0,H20
133,HEPG2-01,HEPG2-01_1_H21_s1.jpeg,HEPG2-01_1_H21,1,734.0,H21
134,HEPG2-01,HEPG2-01_1_H23_s1.jpeg,HEPG2-01_1_H23,1,897.0,H23
135,HEPG2-01,HEPG2-01_1_I02_s1.jpeg,HEPG2-01_1_I02,1,626.0,I02
136,HEPG2-01,HEPG2-01_1_I03_s1.jpeg,HEPG2-01_1_I03,1,192.0,I03
137,HEPG2-01,HEPG2-01_1_I04_s1.jpeg,HEPG2-01_1_I04,1,112.0,I04
138,HEPG2-01,HEPG2-01_1_I05_s1.jpeg,HEPG2-01_1_I05,1,489.0,I05
139,HEPG2-01,HEPG2-01_1_I06_s1.jpeg,HEPG2-01_1_I06,1,1027.0,I06
140,HEPG2-01,HEPG2-01_1_I07_s1.jpeg,HEPG2-01_1_I07,1,195.0,I07
141,HEPG2-01,HEPG2-01_1_I08_s1.jpeg,HEPG2-01_1_I08,1,868.0,I08
142,HEPG2-01,HEPG2-01_1_I09_s1.jpeg,HEPG2-01_1_I09,1,59.0,I09
143,HEPG2-01,HEPG2-01_1_I10_s1.jpeg,HEPG2-01_1_I10,1,689.0,I10
144,HEPG2-01,HEPG2-01_1_I11_s1.jpeg,HEPG2-01_1_I11,1,126.0,I11
145,HEPG2-01,HEPG2-01_1_I12_s1.jpeg,HEPG2-01_1_I12,1,26.0,I12
146,HEPG2-01,HEPG2-01_1_I13_s1.jpeg,HEPG2-01_1_I13,1,1039.0,I13
147,HEPG2-01,HEPG2-01_1_I14_s1.jpeg,HEPG2-01_1_I14,1,295.0,I14
148,HEPG2-01,HEPG2-01_1_I15_s1.jpeg,HEPG2-01_1_I15,1,258.0,I15
149,HEPG2-01,HEPG2-01_1_I16_s1.jpeg,HEPG2-01_1_I16,1,301.0,I16
150,HEPG2-01,HEPG2-01_1_I17_s1.jpeg,HEPG2-01_1_I17,1,891.0,I17
151,HEPG2-01,HEPG2-01_1_I18_s1.jpeg,HEPG2-01_1_I18,1,372.0,I18
152,HEPG2-01,HEPG2-01_1_I19_s1.jpeg,HEPG2-01_1_I19,1,566.0,I19
153,HEPG2-01,HEPG2-01_1_I20_s1.jpeg,HEPG2-01_1_I20,1,764.0,I20
154,HEPG2-01,HEPG2-01_1_I21_s1.jpeg,HEPG2-01_1_I21,1,133.0,I21
155,HEPG2-01,HEPG2-01_1_I22_s1.jpeg,HEPG2-01_1_I22,1,890.0,I22
156,HEPG2-01,HEPG2-01_1_I23_s1.jpeg,HEPG2-01_1_I23,1,806.0,I23
157,HEPG2-01,HEPG2-01_1_J02_s1.jpeg,HEPG2-01_1_J02,1,309.0,J02
158,HEPG2-01,HEPG2-01_1_J04_s1.jpeg,HEPG2-01_1_J04,1,811.0,J04
159,HEPG2-01,HEPG2-01_1_J05_s1.jpeg,HEPG2-01_1_J05,1,1106.0,J05
160,HEPG2-01,HEPG2-01_1_J06_s1.jpeg,HEPG2-01_1_J06,1,105.0,J06
161,HEPG2-01,HEPG2-01_1_J08_s1.jpeg,HEPG2-01_1_J08,1,810.0,J08
162,HEPG2-01,HEPG2-01_1_J09_s1.jpeg,HEPG2-01_1_J09,1,532.0,J09
163,HEPG2-01,HEPG2-01_1_J10_s1.jpeg,HEPG2-01_1_J10,1,1076.0,J10
164,HEPG2-01,HEPG2-01_1_J12_s1.jpeg,HEPG2-01_1_J12,1,676.0,J12
165,HEPG2-01,HEPG2-01_1_J13_s1.jpeg,HEPG2-01_1_J13,1,889.0,J13
166,HEPG2-01,HEPG2-01_1_J14_s1.jpeg,HEPG2-01_1_J14,1,388.0,J14
167,HEPG2-01,HEPG2-01_1_J16_s1.jpeg,HEPG2-01_1_J16,1,94.0,J16
168,HEPG2-01,HEPG2-01_1_J17_s1.jpeg,HEPG2-01_1_J17,1,287.0,J17
169,HEPG2-01,HEPG2-01_1_J18_s1.jpeg,HEPG2-01_1_J18,1,605.0,J18
170,HEPG2-01,HEPG2-01_1_J20_s1.jpeg,HEPG2-01_1_J20,1,411.0,J20
171,HEPG2-01,HEPG2-01_1_J21_s1.jpeg,HEPG2-01_1_J21,1,431.0,J21
172,HEPG2-01,HEPG2-01_1_J23_s1.jpeg,HEPG2-01_1_J23,1,565.0,J23
173,HEPG2-01,HEPG2-01_1_K02_s1.jpeg,HEPG2-01_1_K02,1,881.0,K02
174,HEPG2-01,HEPG2-01_1_K03_s1.jpeg,HEPG2-01_1_K03,1,256.0,K03
175,HEPG2-01,HEPG2-01_1_K04_s1.jpeg,HEPG2-01_1_K04,1,281.0,K04
176,HEPG2-01,HEPG2-01_1_K05_s1.jpeg,HEPG2-01_1_K05,1,181.0,K05
177,HEPG2-01,HEPG2-01_1_K06_s1.jpeg,HEPG2-01_1_K06,1,582.0,K06
178,HEPG2-01,HEPG2-01_1_K07_s1.jpeg,HEPG2-01_1_K07,1,559.0,K07
179,HEPG2-01,HEPG2-01_1_K08_s1.jpeg,HEPG2-01_1_K08,1,853.0,K08
180,HEPG2-01,HEPG2-01_1_K09_s1.jpeg,HEPG2-01_1_K09,1,797.0,K09
181,HEPG2-01,HEPG2-01_1_K10_s1.jpeg,HEPG2-01_1_K10,1,1041.0,K10
182,HEPG2-01,HEPG2-01_1_K11_s1.jpeg,HEPG2-01_1_K11,1,224.0,K11
183,HEPG2-01,HEPG2-01_1_K12_s1.jpeg,HEPG2-01_1_K12,1,765.0,K12
184,HEPG2-01,HEPG2-01_1_K13_s1.jpeg,HEPG2-01_1_K13,1,481.0,K13
185,HEPG2-01,HEPG2-01_1_K14_s1.jpeg,HEPG2-01_1_K14,1,89.0,K14
186,HEPG2-01,HEPG2-01_1_K15_s1.jpeg,HEPG2-01_1_K15,1,366.0,K15
187,HEPG2-01,HEPG2-01_1_K16_s1.jpeg,HEPG2-01_1_K16,1,945.0,K16
188,HEPG2-01,HEPG2-01_1_K17_s1.jpeg,HEPG2-01_1_K17,1,242.0,K17
189,HEPG2-01,HEPG2-01_1_K18_s1.jpeg,HEPG2-01_1_K18,1,692.0,K18
190,HEPG2-01,HEPG2-01_1_K19_s1.jpeg,HEPG2-01_1_K19,1,399.0,K19
191,HEPG2-01,HEPG2-01_1_K20_s1.jpeg,HEPG2-01_1_K20,1,660.0,K20
192,HEPG2-01,HEPG2-01_1_K21_s1.jpeg,HEPG2-01_1_K21,1,541.0,K21
193,HEPG2-01,HEPG2-01_1_K22_s1.jpeg,HEPG2-01_1_K22,1,320.0,K22
194,HEPG2-01,HEPG2-01_1_K23_s1.jpeg,HEPG2-01_1_K23,1,398.0,K23
195,HEPG2-01,HEPG2-01_1_L02_s1.jpeg,HEPG2-01_1_L02,1,673.0,L02
196,HEPG2-01,HEPG2-01_1_L03_s1.jpeg,HEPG2-01_1_L03,1,508.0,L03
197,HEPG2-01,HEPG2-01_1_L04_s1.jpeg,HEPG2-01_1_L04,1,877.0,L04
198,HEPG2-01,HEPG2-01_1_L05_s1.jpeg,HEPG2-01_1_L05,1,222.0,L05
199,HEPG2-01,HEPG2-01_1_L06_s1.jpeg,HEPG2-01_1_L06,1,1067.0,L06
200,HEPG2-01,HEPG2-01_1_L07_s1.jpeg,HEPG2-01_1_L07,1,392.0,L07
201,HEPG2-01,HEPG2-01_1_L08_s1.jpeg,HEPG2-01_1_L08,1,312.0,L08
202,HEPG2-01,HEPG2-01_1_L09_s1.jpeg,HEPG2-01_1_L09,1,442.0,L09
203,HEPG2-01,HEPG2-01_1_L10_s1.jpeg,HEPG2-01_1_L10,1,556.0,L10
204,HEPG2-01,HEPG2-01_1_L11_s1.jpeg,HEPG2-01_1_L11,1,959.0,L11
205,HEPG2-01,HEPG2-01_1_L12_s1.jpeg,HEPG2-01_1_L12,1,775.0,L12
206,HEPG2-01,HEPG2-01_1_L13_s1.jpeg,HEPG2-01_1_L13,1,786.0,L13
207,HEPG2-01,HEPG2-01_1_L14_s1.jpeg,HEPG2-01_1_L14,1,274.0,L14
208,HEPG2-01,HEPG2-01_1_L15_s1.jpeg,HEPG2-01_1_L15,1,598.0,L15
209,HEPG2-01,HEPG2-01_1_L16_s1.jpeg,HEPG2-01_1_L16,1,1104.0,L16
210,HEPG2-01,HEPG2-01_1_L17_s1.jpeg,HEPG2-01_1_L17,1,557.0,L17
211,HEPG2-01,HEPG2-01_1_L18_s1.jpeg,HEPG2-01_1_L18,1,742.0,L18
212,HEPG2-01,HEPG2-01_1_L19_s1.jpeg,HEPG2-01_1_L19,1,703.0,L19
213,HEPG2-01,HEPG2-01_1_L20_s1.jpeg,HEPG2-01_1_L20,1,1015.0,L20
214,HEPG2-01,HEPG2-01_1_L21_s1.jpeg,HEPG2-01_1_L21,1,360.0,L21
215,HEPG2-01,HEPG2-01_1_L22_s1.jpeg,HEPG2-01_1_L22,1,40.0,L22
216,HEPG2-01,HEPG2-01_1_L23_s1.jpeg,HEPG2-01_1_L23,1,339.0,L23
217,HEPG2-01,HEPG2-01_1_M02_s1.jpeg,HEPG2-01_1_M02,1,238.0,M02
218,HEPG2-01,HEPG2-01_1_M04_s1.jpeg,HEPG2-01_1_M04,1,687.0,M04
219,HEPG2-01,HEPG2-01_1_M05_s1.jpeg,HEPG2-01_1_M05,1,1102.0,M05
220,HEPG2-01,HEPG2-01_1_M06_s1.jpeg,HEPG2-01_1_M06,1,346.0,M06
221,HEPG2-01,HEPG2-01_1_M08_s1.jpeg,HEPG2-01_1_M08,1,147.0,M08
222,HEPG2-01,HEPG2-01_1_M09_s1.jpeg,HEPG2-01_1_M09,1,613.0,M09
223,HEPG2-01,HEPG2-01_1_M10_s1.jpeg,HEPG2-01_1_M10,1,277.0,M10
224,HEPG2-01,HEPG2-01_1_M12_s1.jpeg,HEPG2-01_1_M12,1,704.0,M12
225,HEPG2-01,HEPG2-01_1_M13_s1.jpeg,HEPG2-01_1_M13,1,497.0,M13
226,HEPG2-01,HEPG2-01_1_M14_s1.jpeg,HEPG2-01_1_M14,1,1.0,M14
227,HEPG2-01,HEPG2-01_1_M16_s1.jpeg,HEPG2-01_1_M16,1,33.0,M16
228,HEPG2-01,HEPG2-01_1_M17_s1.jpeg,HEPG2-01_1_M17,1,352.0,M17
229,HEPG2-01,HEPG2-01_1_M18_s1.jpeg,HEPG2-01_1_M18,1,972.0,M18
230,HEPG2-01,HEPG2-01_1_M20_s1.jpeg,HEPG2-01_1_M20,1,647.0,M20
231,HEPG2-01,HEPG2-01_1_M21_s1.jpeg,HEPG2-01_1_M21,1,715.0,M21
232,HEPG2-01,HEPG2-01_1_M23_s1.jpeg,HEPG2-01_1_M23,1,974.0,M23
233,HEPG2-01,HEPG2-01_1_N02_s1.jpeg,HEPG2-01_1_N02,1,221.0,N02
234,HEPG2-01,HEPG2-01_1_N03_s1.jpeg,HEPG2-01_1_N03,1,482.0,N03
235,HEPG2-01,HEPG2-01_1_N04_s1.jpeg,HEPG2-01_1_N04,1,793.0,N04
236,HEPG2-01,HEPG2-01_1_N05_s1.jpeg,HEPG2-01_1_N05,1,705.0,N05
237,HEPG2-01,HEPG2-01_1_N06_s1.jpeg,HEPG2-01_1_N06,1,572.0,N06
238,HEPG2-01,HEPG2-01_1_N07_s1.jpeg,HEPG2-01_1_N07,1,296.0,N07
239,HEPG2-01,HEPG2-01_1_N08_s1.jpeg,HEPG2-01_1_N08,1,109.0,N08
240,HEPG2-01,HEPG2-01_1_N09_s1.jpeg,HEPG2-01_1_N09,1,981.0,N09
241,HEPG2-01,HEPG2-01_1_N10_s1.jpeg,HEPG2-01_1_N10,1,500.0,N10
242,HEPG2-01,HEPG2-01_1_N11_s1.jpeg,HEPG2-01_1_N11,1,982.0,N11
243,HEPG2-01,HEPG2-01_1_N12_s1.jpeg,HEPG2-01_1_N12,1,962.0,N12
244,HEPG2-01,HEPG2-01_1_N13_s1.jpeg,HEPG2-01_1_N13,1,986.0,N13
245,HEPG2-01,HEPG2-01_1_N14_s1.jpeg,HEPG2-01_1_N14,1,471.0,N14
246,HEPG2-01,HEPG2-01_1_N15_s1.jpeg,HEPG2-01_1_N15,1,514.0,N15
247,HEPG2-01,HEPG2-01_1_N16_s1.jpeg,HEPG2-01_1_N16,1,439.0,N16
248,HEPG2-01,HEPG2-01_1_N17_s1.jpeg,HEPG2-01_1_N17,1,293.0,N17
249,HEPG2-01,HEPG2-01_1_N18_s1.jpeg,HEPG2-01_1_N18,1,158.0,N18
250,HEPG2-01,HEPG2-01_1_N19_s1.jpeg,HEPG2-01_1_N19,1,983.0,N19
251,HEPG2-01,HEPG2-01_1_N20_s1.jpeg,HEPG2-01_1_N20,1,831.0,N20
252,HEPG2-01,HEPG2-01_1_N21_s1.jpeg,HEPG2-01_1_N21,1,875.0,N21
253,HEPG2-01,HEPG2-01_1_N22_s1.jpeg,HEPG2-01_1_N22,1,302.0,N22
254,HEPG2-01,HEPG2-01_1_N23_s1.jpeg,HEPG2-01_1_N23,1,618.0,N23
255,HEPG2-01,HEPG2-01_1_O02_s1.jpeg,HEPG2-01_1_O02,1,620.0,O02
256,HEPG2-01,HEPG2-01_1_O03_s1.jpeg,HEPG2-01_1_O03,1,657.0,O03
257,HEPG2-01,HEPG2-01_1_O04_s1.jpeg,HEPG2-01_1_O04,1,505.0,O04
258,HEPG2-01,HEPG2-01_1_O05_s1.jpeg,HEPG2-01_1_O05,1,1066.0,O05
259,HEPG2-01,HEPG2-01_1_O06_s1.jpeg,HEPG2-01_1_O06,1,136.0,O06
260,HEPG2-01,HEPG2-01_1_O07_s1.jpeg,HEPG2-01_1_O07,1,395.0,O07
261,HEPG2-01,HEPG2-01_1_O08_s1.jpeg,HEPG2-01_1_O08,1,341.0,O08
