,experiment,filename,id_code,plate,sirna,well
7811,HUVEC-01,HUVEC-01_1_E04_s1.jpeg,HUVEC-01_1_E04,1,786.0,E04
7812,HUVEC-01,HUVEC-01_1_E05_s1.jpeg,HUVEC-01_1_E05,1,258.0,E05
7813,HUVEC-01,HUVEC-01_1_E06_s1.jpeg,HUVEC-01_1_E06,1,373.0,E06
7814,HUVEC-01,HUVEC-01_1_E07_s1.jpeg,HUVEC-01_1_E07,1,559.0,E07
7815,HUVEC-01,HUVEC-01_1_E08_s1.jpeg,HUVEC-01_1_E08,1,538.0,E08
7816,HUVEC-01,HUVEC-01_1_E09_s1.jpeg,HUVEC-01_1_E09,1,340.0,E09
7817,HUVEC-01,HUVEC-01_1_E10_s1.jpeg,HUVEC-01_1_E10,1,277.0,E10
7818,HUVEC-01,HUVEC-01_1_E11_s1.jpeg,HUVEC-01_1_E11,1,211.0,E11
7819,HUVEC-01,HUVEC-01_1_E12_s1.jpeg,HUVEC-01_1_E12,1,1096.0,E12
7820,HUVEC-01,HUVEC-01_1_E13_s1.jpeg,HUVEC-01_1_E13,1,1013.0,E13
7821,HUVEC-01,HUVEC-01_1_E14_s1.jpeg,HUVEC-01_1_E14,1,1084.0,E14
7822,HUVEC-01,HUVEC-01_1_E15_s1.jpeg,HUVEC-01_1_E15,1,523.0,E15
7823,HUVEC-01,HUVEC-01_1_E16_s1.jpeg,HUVEC-01_1_E16,1,222.0,E16
7824,HUVEC-01,HUVEC-01_1_E17_s1.jpeg,HUVEC-01_1_E17,1,552.0,E17
7825,HUVEC-01,HUVEC-01_1_E18_s1.jpeg,HUVEC-01_1_E18,1,224.0,E18
7826,HUVEC-01,HUVEC-01_1_E19_s1.jpeg,HUVEC-01_1_E19,1,984.0,E19
7827,HUVEC-01,HUVEC-01_1_E20_s1.jpeg,HUVEC-01_1_E20,1,256.0,E20
7828,HUVEC-01,HUVEC-01_1_E21_s1.jpeg,HUVEC-01_1_E21,1,56.0,E21
7829,HUVEC-01,HUVEC-01_1_E22_s1.jpeg,HUVEC-01_1_E22,1,624.0,E22
7830,HUVEC-01,HUVEC-01_1_E23_s1.jpeg,HUVEC-01_1_E23,1,532.0,E23
7831,HUVEC-01,HUVEC-01_1_F02_s1.jpeg,HUVEC-01_1_F02,1,828.0,F02
7832,HUVEC-01,HUVEC-01_1_F04_s1.jpeg,HUVEC-01_1_F04,1,1062.0,F04
7833,HUVEC-01,HUVEC-01_1_F05_s1.jpeg,HUVEC-01_1_F05,1,324.0,F05
7834,HUVEC-01,HUVEC-01_1_F06_s1.jpeg,HUVEC-01_1_F06,1,411.0,F06
7835,HUVEC-01,HUVEC-01_1_F08_s1.jpeg,HUVEC-01_1_F08,1,1066.0,F08
7836,HUVEC-01,HUVEC-01_1_F09_s1.jpeg,HUVEC-01_1_F09,1,5.0,F09
7837,HUVEC-01,HUVEC-01_1_F10_s1.jpeg,HUVEC-01_1_F10,1,557.0,F10
7838,HUVEC-01,HUVEC-01_1_F12_s1.jpeg,HUVEC-01_1_F12,1,274.0,F12
7839,HUVEC-01,HUVEC-01_1_F13_s1.jpeg,HUVEC-01_1_F13,1,981.0,F13
7840,HUVEC-01,HUVEC-01_1_F14_s1.jpeg,HUVEC-01_1_F14,1,547.0,F14
7841,HUVEC-01,HUVEC-01_1_F16_s1.jpeg,HUVEC-01_1_F16,1,242.0,F16
7842,HUVEC-01,HUVEC-01_1_F17_s1.jpeg,HUVEC-01_1_F17,1,708.0,F17
7843,HUVEC-01,HUVEC-01_1_F18_s1.jpeg,HUVEC-01_1_F18,1,653.0,F18
7844,HUVEC-01,HUVEC-01_1_F20_s1.jpeg,HUVEC-01_1_F20,1,350.0,F20
7845,HUVEC-01,HUVEC-01_1_F21_s1.jpeg,HUVEC-01_1_F21,1,10.0,F21
7846,HUVEC-01,HUVEC-01_1_F23_s1.jpeg,HUVEC-01_1_F23,1,112.0,F23
7847,HUVEC-01,HUVEC-01_1_G02_s1.jpeg,HUVEC-01_1_G02,1,894.0,G02
7848,HUVEC-01,HUVEC-01_1_G03_s1.jpeg,HUVEC-01_1_G03,1,352.0,G03
7849,HUVEC-01,HUVEC-01_1_G04_s1.jpeg,HUVEC-01_1_G04,1,177.0,G04
7850,HUVEC-01,HUVEC-01_1_G05_s1.jpeg,HUVEC-01_1_G05,1,287.0,G05
7851,HUVEC-01,HUVEC-01_1_G06_s1.jpeg,HUVEC-01_1_G06,1,513.0,G06
7852,HUVEC-01,HUVEC-01_1_G07_s1.jpeg,HUVEC-01_1_G07,1,847.0,G07
7853,HUVEC-01,HUVEC-01_1_G08_s1.jpeg,HUVEC-01_1_G08,1,482.0,G08
7854,HUVEC-01,HUVEC-01_1_G09_s1.jpeg,HUVEC-01_1_G09,1,1076.0,G09
7855,HUVEC-01,HUVEC-01_1_G10_s1.jpeg,HUVEC-01_1_G10,1,838.0,G10
7856,HUVEC-01,HUVEC-01_1_G11_s1.jpeg,HUVEC-01_1_G11,1,565.0,G11
7857,HUVEC-01,HUVEC-01_1_G12_s1.jpeg,HUVEC-01_1_G12,1,195.0,G12
7858,HUVEC-01,HUVEC-01_1_G13_s1.jpeg,HUVEC-01_1_G13,1,308.0,G13
7859,HUVEC-01,HUVEC-01_1_G14_s1.jpeg,HUVEC-01_1_G14,1,1067.0,G14
7860,HUVEC-01,HUVEC-01_1_G15_s1.jpeg,HUVEC-01_1_G15,1,293.0,G15
7861,HUVEC-01,HUVEC-01_1_G16_s1.jpeg,HUVEC-01_1_G16,1,503.0,G16
7862,HUVEC-01,HUVEC-01_1_G17_s1.jpeg,HUVEC-01_1_G17,1,506.0,G17
7863,HUVEC-01,HUVEC-01_1_G18_s1.jpeg,HUVEC-01_1_G18,1,743.0,G18
7864,HUVEC-01,HUVEC-01_1_G19_s1.jpeg,HUVEC-01_1_G19,1,212.0,G19
7865,HUVEC-01,HUVEC-01_1_G20_s1.jpeg,HUVEC-01_1_G20,1,655.0,G20
7866,HUVEC-01,HUVEC-01_1_G21_s1.jpeg,HUVEC-01_1_G21,1,459.0,G21
7867,HUVEC-01,HUVEC-01_1_G22_s1.jpeg,HUVEC-01_1_G22,1,345.0,G22
7868,HUVEC-01,HUVEC-01_1_G23_s1.jpeg,HUVEC-01_1_G23,1,543.0,G23
7869,HUVEC-01,HUVEC-01_1_H02_s1.jpeg,HUVEC-01_1_H02,1,1041.0,H02
7870,HUVEC-01,HUVEC-01_1_H04_s1.jpeg,HUVEC-01_1_H04,1,567.0,H04
7871,HUVEC-01,HUVEC-01_1_H05_s1.jpeg,HUVEC-01_1_H05,1,950.0,H05
7872,HUVEC-01,HUVEC-01_1_H06_s1.jpeg,HUVEC-01_1_H06,1,611.0,H06
7873,HUVEC-01,HUVEC-01_1_H08_s1.jpeg,HUVEC-01_1_H08,1,972.0,H08
7874,HUVEC-01,HUVEC-01_1_H09_s1.jpeg,HUVEC-01_1_H09,1,40.0,H09
7875,HUVEC-01,HUVEC-01_1_H10_s1.jpeg,HUVEC-01_1_H10,1,312.0,H10
7876,HUVEC-01,HUVEC-01_1_H12_s1.jpeg,HUVEC-01_1_H12,1,456.0,H12
7877,HUVEC-01,HUVEC-01_1_H13_s1.jpeg,HUVEC-01_1_H13,1,162.0,H13
7878,HUVEC-01,HUVEC-01_1_H14_s1.jpeg,HUVEC-01_1_H14,1,604.0,H14
7879,HUVEC-01,HUVEC-01_1_H16_s1.jpeg,HUVEC-01_1_H16,1,845.0,H16
7880,HUVEC-01,HUVEC-01_1_H17_s1.jpeg,HUVEC-01_1_H17,1,676.0,H17
7881,HUVEC-01,HUVEC-01_1_H18_s1.jpeg,HUVEC-01_1_H18,1,670.0,H18
7882,HUVEC-01,HUVEC-01_1_H20_s1.jpeg,HUVEC-01_1_H20,1,900.0,H20
7883,HUVEC-01,HUVEC-01_1_H21_s1.jpeg,HUVEC-01_1_H21,1,371.0,H21
7884,HUVEC-01,HUVEC-01_1_H23_s1.jpeg,HUVEC-01_1_H23,1,793.0,H23
7885,HUVEC-01,HUVEC-01_1_I02_s1.jpeg,HUVEC-01_1_I02,1,1089.0,I02
7886,HUVEC-01,HUVEC-01_1_I03_s1.jpeg,HUVEC-01_1_I03,1,460.0,I03
7887,HUVEC-01,HUVEC-01_1_I04_s1.jpeg,HUVEC-01_1_I04,1,585.0,I04
7888,HUVEC-01,HUVEC-01_1_I05_s1.jpeg,HUVEC-01_1_I05,1,588.0,I05
7889,HUVEC-01,HUVEC-01_1_I06_s1.jpeg,HUVEC-01_1_I06,1,133.0,I06
7890,HUVEC-01,HUVEC-01_1_I07_s1.jpeg,HUVEC-01_1_I07,1,355.0,I07
7891,HUVEC-01,HUVEC-01_1_I08_s1.jpeg,HUVEC-01_1_I08,1,626.0,I08
7892,HUVEC-01,HUVEC-01_1_I09_s1.jpeg,HUVEC-01_1_I09,1,889.0,I09
7893,HUVEC-01,HUVEC-01_1_I10_s1.jpeg,HUVEC-01_1_I10,1,660.0,I10
7894,HUVEC-01,HUVEC-01_1_I11_s1.jpeg,HUVEC-01_1_I11,1,295.0,I11
7895,HUVEC-01,HUVEC-01_1_I12_s1.jpeg,HUVEC-01_1_I12,1,891.0,I12
7896,HUVEC-01,HUVEC-01_1_I13_s1.jpeg,HUVEC-01_1_I13,1,514.0,I13
7897,HUVEC-01,HUVEC-01_1_I14_s1.jpeg,HUVEC-01_1_I14,1,59.0,I14
7898,HUVEC-01,HUVEC-01_1_I15_s1.jpeg,HUVEC-01_1_I15,1,1027.0,I15
7899,HUVEC-01,HUVEC-01_1_I16_s1.jpeg,HUVEC-01_1_I16,1,8.0,I16
7900,HUVEC-01,HUVEC-01_1_I17_s1.jpeg,HUVEC-01_1_I17,1,745.0,I17
7901,HUVEC-01,HUVEC-01_1_I18_s1.jpeg,HUVEC-01_1_I18,1,385.0,I18
7902,HUVEC-01,HUVEC-01_1_I19_s1.jpeg,HUVEC-01_1_I19,1,811.0,I19
7903,HUVEC-01,HUVEC-01_1_I20_s1.jpeg,HUVEC-01_1_I20,1,1056.0,I20
7904,HUVEC-01,HUVEC-01_1_I21_s1.jpeg,HUVEC-01_1_I21,1,910.0,I21
7905,HUVEC-01,HUVEC-01_1_I22_s1.jpeg,HUVEC-01_1_I22,1,392.0,I22
7906,HUVEC-01,HUVEC-01_1_I23_s1.jpeg,HUVEC-01_1_I23,1,91.0,I23
7907,HUVEC-01,HUVEC-01_1_J02_s1.jpeg,HUVEC-01_1_J02,1,770.0,J02
7908,HUVEC-01,HUVEC-01_1_J04_s1.jpeg,HUVEC-01_1_J04,1,877.0,J04
7909,HUVEC-01,HUVEC-01_1_J05_s1.jpeg,HUVEC-01_1_J05,1,109.0,J05
7910,HUVEC-01,HUVEC-01_1_J06_s1.jpeg,HUVEC-01_1_J06,1,703.0,J06
7911,HUVEC-01,HUVEC-01_1_J08_s1.jpeg,HUVEC-01_1_J08,1,48.0,J08
7912,HUVEC-01,HUVEC-01_1_J09_s1.jpeg,HUVEC-01_1_J09,1,6.0,J09
7913,HUVEC-01,HUVEC-01_1_J10_s1.jpeg,HUVEC-01_1_J10,1,313.0,J10
7914,HUVEC-01,HUVEC-01_1_J12_s1.jpeg,HUVEC-01_1_J12,1,1025.0,J12
7915,HUVEC-01,HUVEC-01_1_J13_s1.jpeg,HUVEC-01_1_J13,1,765.0,J13
7916,HUVEC-01,HUVEC-01_1_J14_s1.jpeg,HUVEC-01_1_J14,1,978.0,J14
7917,HUVEC-01,HUVEC-01_1_J16_s1.jpeg,HUVEC-01_1_J16,1,921.0,J16
7918,HUVEC-01,HUVEC-01_1_J17_s1.jpeg,HUVEC-01_1_J17,1,870.0,J17
7919,HUVEC-01,HUVEC-01_1_J18_s1.jpeg,HUVEC-01_1_J18,1,840.0,J18
7920,HUVEC-01,HUVEC-01_1_J20_s1.jpeg,HUVEC-01_1_J20,1,810.0,J20
7921,HUVEC-01,HUVEC-01_1_J21_s1.jpeg,HUVEC-01_1_J21,1,341.0,J21
7922,HUVEC-01,HUVEC-01_1_J23_s1.jpeg,HUVEC-01_1_J23,1,762.0,J23
7923,HUVEC-01,HUVEC-01_1_K02_s1.jpeg,HUVEC-01_1_K02,1,760.0,K02
7924,HUVEC-01,HUVEC-01_1_K03_s1.jpeg,HUVEC-01_1_K03,1,734.0,K03
7925,HUVEC-01,HUVEC-01_1_K04_s1.jpeg,HUVEC-01_1_K04,1,372.0,K04
7926,HUVEC-01,HUVEC-01_1_K05_s1.jpeg,HUVEC-01_1_K05,1,556.0,K05
7927,HUVEC-01,HUVEC-01_1_K06_s1.jpeg,HUVEC-01_1_K06,1,647.0,K06
7928,HUVEC-01,HUVEC-01_1_K07_s1.jpeg,HUVEC-01_1_K07,1,391.0,K07
7929,HUVEC-01,HUVEC-01_1_K08_s1.jpeg,HUVEC-01_1_K08,1,1100.0,K08
7930,HUVEC-01,HUVEC-01_1_K09_s1.jpeg,HUVEC-01_1_K09,1,102.0,K09
7931,HUVEC-01,HUVEC-01_1_K10_s1.jpeg,HUVEC-01_1_K10,1,764.0,K10
7932,HUVEC-01,HUVEC-01_1_K11_s1.jpeg,HUVEC-01_1_K11,1,361.0,K11
7933,HUVEC-01,HUVEC-01_1_K12_s1.jpeg,HUVEC-01_1_K12,1,605.0,K12
7934,HUVEC-01,HUVEC-01_1_K13_s1.jpeg,HUVEC-01_1_K13,1,1042.0,K13
7935,HUVEC-01,HUVEC-01_1_K14_s1.jpeg,HUVEC-01_1_K14,1,831.0,K14
7936,HUVEC-01,HUVEC-01_1_K15_s1.jpeg,HUVEC-01_1_K15,1,797.0,K15
7937,HUVEC-01,HUVEC-01_1_K16_s1.jpeg,HUVEC-01_1_K16,1,74.0,K16
7938,HUVEC-01,HUVEC-01_1_K17_s1.jpeg,HUVEC-01_1_K17,1,505.0,K17
7939,HUVEC-01,HUVEC-01_1_K18_s1.jpeg,HUVEC-01_1_K18,1,689.0,K18
7940,HUVEC-01,HUVEC-01_1_K19_s1.jpeg,HUVEC-01_1_K19,1,253.0,K19
7941,HUVEC-01,HUVEC-01_1_K20_s1.jpeg,HUVEC-01_1_K20,1,549.0,K20
7942,HUVEC-01,HUVEC-01_1_K21_s1.jpeg,HUVEC-01_1_K21,1,450.0,K21
7943,HUVEC-01,HUVEC-01_1_K22_s1.jpeg,HUVEC-01_1_K22,1,657.0,K22
7944,HUVEC-01,HUVEC-01_1_K23_s1.jpeg,HUVEC-01_1_K23,1,742.0,K23
7945,HUVEC-01,HUVEC-01_1_L02_s1.jpeg,HUVEC-01_1_L02,1,974.0,L02
7946,HUVEC-01,HUVEC-01_1_L03_s1.jpeg,HUVEC-01_1_L03,1,1104.0,L03
7947,HUVEC-01,HUVEC-01_1_L04_s1.jpeg,HUVEC-01_1_L04,1,415.0,L04
7948,HUVEC-01,HUVEC-01_1_L05_s1.jpeg,HUVEC-01_1_L05,1,884.0,L05
7949,HUVEC-01,HUVEC-01_1_L06_s1.jpeg,HUVEC-01_1_L06,1,144.0,L06
7950,HUVEC-01,HUVEC-01_1_L07_s1.jpeg,HUVEC-01_1_L07,1,431.0,L07
7951,HUVEC-01,HUVEC-01_1_L08_s1.jpeg,HUVEC-01_1_L08,1,606.0,L08
7952,HUVEC-01,HUVEC-01_1_L09_s1.jpeg,HUVEC-01_1_L09,1,907.0,L09
7953,HUVEC-01,HUVEC-01_1_L10_s1.jpeg,HUVEC-01_1_L10,1,757.0,L10
7954,HUVEC-01,HUVEC-01_1_L11_s1.jpeg,HUVEC-01_1_L11,1,388.0,L11
7955,HUVEC-01,HUVEC-01_1_L12_s1.jpeg,HUVEC-01_1_L12,1,581.0,L12
7956,HUVEC-01,HUVEC-01_1_L13_s1.jpeg,HUVEC-01_1_L13,1,126.0,L13
7957,HUVEC-01,HUVEC-01_1_L14_s1.jpeg,HUVEC-01_1_L14,1,46.0,L14
7958,HUVEC-01,HUVEC-01_1_L15_s1.jpeg,HUVEC-01_1_L15,1,1028.0,L15
7959,HUVEC-01,HUVEC-01_1_L16_s1.jpeg,HUVEC-01_1_L16,1,282.0,L16
7960,HUVEC-01,HUVEC-01_1_L17_s1.jpeg,HUVEC-01_1_L17,1,775.0,L17
7961,HUVEC-01,HUVEC-01_1_L18_s1.jpeg,HUVEC-01_1_L18,1,301.0,L18
7962,HUVEC-01,HUVEC-01_1_L19_s1.jpeg,HUVEC-01_1_L19,1,883.0,L19
7963,HUVEC-01,HUVEC-01_1_L20_s1.jpeg,HUVEC-01_1_L20,1,192.0,L20
7964,HUVEC-01,HUVEC-01_1_L21_s1.jpeg,HUVEC-01_1_L21,1,33.0,L21
7965,HUVEC-01,HUVEC-01_1_L22_s1.jpeg,HUVEC-01_1_L22,1,750.0,L22
7966,HUVEC-01,HUVEC-01_1_L23_s1.jpeg,HUVEC-01_1_L23,1,500.0,L23
7967,HUVEC-01,HUVEC-01_1_M02_s1.jpeg,HUVEC-01_1_M02,1,366.0,M02
7968,HUVEC-01,HUVEC-01_1_M04_s1.jpeg,HUVEC-01_1_M04,1,442.0,M04
7969,HUVEC-01,HUVEC-01_1_M05_s1.jpeg,HUVEC-01_1_M05,1,397.0,M05
7970,HUVEC-01,HUVEC-01_1_M06_s1.jpeg,HUVEC-01_1_M06,1,281.0,M06
7971,HUVEC-01,HUVEC-01_1_M08_s1.jpeg,HUVEC-01_1_M08,1,699.0,M08
7972,HUVEC-01,HUVEC-01_1_M09_s1.jpeg,HUVEC-01_1_M09,1,983.0,M09
7973,HUVEC-01,HUVEC-01_1_M10_s1.jpeg,HUVEC-01_1_M10,1,389.0,M10
7974,HUVEC-01,HUVEC-01_1_M12_s1.jpeg,HUVEC-01_1_M12,1,320.0,M12
7975,HUVEC-01,HUVEC-01_1_M13_s1.jpeg,HUVEC-01_1_M13,1,798.0,M13
7976,HUVEC-01,HUVEC-01_1_M14_s1.jpeg,HUVEC-01_1_M14,1,572.0,M14
7977,HUVEC-01,HUVEC-01_1_M16_s1.jpeg,HUVEC-01_1_M16,1,1015.0,M16
7978,HUVEC-01,HUVEC-01_1_M17_s1.jpeg,HUVEC-01_1_M17,1,1106.0,M17
7979,HUVEC-01,HUVEC-01_1_M18_s1.jpeg,HUVEC-01_1_M18,1,417.0,M18
7980,HUVEC-01,HUVEC-01_1_M20_s1.jpeg,HUVEC-01_1_M20,1,825.0,M20
7981,HUVEC-01,HUVEC-01_1_M21_s1.jpeg,HUVEC-01_1_M21,1,398.0,M21
7982,HUVEC-01,HUVEC-01_1_M23_s1.jpeg,HUVEC-01_1_M23,1,1101.0,M23
7983,HUVEC-01,HUVEC-01_1_N02_s1.jpeg,HUVEC-01_1_N02,1,555.0,N02
7984,HUVEC-01,HUVEC-01_1_N03_s1.jpeg,HUVEC-01_1_N03,1,537.0,N03
7985,HUVEC-01,HUVEC-01_1_N04_s1.jpeg,HUVEC-01_1_N04,1,914.0,N04
7986,HUVEC-01,HUVEC-01_1_N05_s1.jpeg,HUVEC-01_1_N05,1,55.0,N05
7987,HUVEC-01,HUVEC-01_1_N06_s1.jpeg,HUVEC-01_1_N06,1,875.0,N06
7988,HUVEC-01,HUVEC-01_1_N07_s1.jpeg,HUVEC-01_1_N07,1,80.0,N07
7989,HUVEC-01,HUVEC-01_1_N08_s1.jpeg,HUVEC-01_1_N08,1,1023.0,N08
7990,HUVEC-01,HUVEC-01_1_N09_s1.jpeg,HUVEC-01_1_N09,1,268.0,N09
7991,HUVEC-01,HUVEC-01_1_N10_s1.jpeg,HUVEC-01_1_N10,1,784.0,N10
7992,HUVEC-01,HUVEC-01_1_N11_s1.jpeg,HUVEC-01_1_N11,1,890.0,N11
7993,HUVEC-01,HUVEC-01_1_N12_s1.jpeg,HUVEC-01_1_N12,1,960.0,N12
7994,HUVEC-01,HUVEC-01_1_N13_s1.jpeg,HUVEC-01_1_N13,1,622.0,N13
7995,HUVEC-01,HUVEC-01_1_N14_s1.jpeg,HUVEC-01_1_N14,1,346.0,N14
7996,HUVEC-01,HUVEC-01_1_N15_s1.jpeg,HUVEC-01_1_N15,1,681.0,N15
7997,HUVEC-01,HUVEC-01_1_N16_s1.jpeg,HUVEC-01_1_N16,1,290.0,N16
7998,HUVEC-01,HUVEC-01_1_N17_s1.jpeg,HUVEC-01_1_N17,1,471.0,N17
7999,HUVEC-01,HUVEC-01_1_N18_s1.jpeg,HUVEC-01_1_N18,1,881.0,N18
8000,HUVEC-01,HUVEC-01_1_N19_s1.jpeg,HUVEC-01_1_N19,1,1031.0,N19
8001,HUVEC-01,HUVEC-01_1_N20_s1.jpeg,HUVEC-01_1_N20,1,497.0,N20
8002,HUVEC-01,HUVEC-01_1_N21_s1.jpeg,HUVEC-01_1_N21,1,302.0,N21
8003,HUVEC-01,HUVEC-01_1_N22_s1.jpeg,HUVEC-01_1_N22,1,113.0,N22
8004,HUVEC-01,HUVEC-01_1_N23_s1.jpeg,HUVEC-01_1_N23,1,1060.0,N23
8005,HUVEC-01,HUVEC-01_1_O02_s1.jpeg,HUVEC-01_1_O02,1,157.0,O02
8006,HUVEC-01,HUVEC-01_1_O03_s1.jpeg,HUVEC-01_1_O03,1,598.0,O03
8007,HUVEC-01,HUVEC-01_1_O04_s1.jpeg,HUVEC-01_1_O04,1,309.0,O04
