,experiment,filename,id_code,plate,sirna,well
33234,U2OS-01,U2OS-01_1_D08_s1.jpeg,U2OS-01_1_D08,1,453.0,D08
33235,U2OS-01,U2OS-01_1_D09_s1.jpeg,U2OS-01_1_D09,1,719.0,D09
33236,U2OS-01,U2OS-01_1_D10_s1.jpeg,U2OS-01_1_D10,1,4.0,D10
33237,U2OS-01,U2OS-01_1_D11_s1.jpeg,U2OS-01_1_D11,1,444.0,D11
33238,U2OS-01,U2OS-01_1_D12_s1.jpeg,U2OS-01_1_D12,1,171.0,D12
33239,U2OS-01,U2OS-01_1_D13_s1.jpeg,U2OS-01_1_D13,1,674.0,D13
33240,U2OS-01,U2OS-01_1_D14_s1.jpeg,U2OS-01_1_D14,1,627.0,D14
33241,U2OS-01,U2OS-01_1_D15_s1.jpeg,U2OS-01_1_D15,1,180.0,D15
33242,U2OS-01,U2OS-01_1_D16_s1.jpeg,U2OS-01_1_D16,1,401.0,D16
33243,U2OS-01,U2OS-01_1_D17_s1.jpeg,U2OS-01_1_D17,1,665.0,D17
33244,U2OS-01,U2OS-01_1_D18_s1.jpeg,U2OS-01_1_D18,1,718.0,D18
33245,U2OS-01,U2OS-01_1_D19_s1.jpeg,U2OS-01_1_D19,1,229.0,D19
33246,U2OS-01,U2OS-01_1_D20_s1.jpeg,U2OS-01_1_D20,1,405.0,D20
33247,U2OS-01,U2OS-01_1_D21_s1.jpeg,U2OS-01_1_D21,1,121.0,D21
33248,U2OS-01,U2OS-01_1_D22_s1.jpeg,U2OS-01_1_D22,1,244.0,D22
33249,U2OS-01,U2OS-01_1_D23_s1.jpeg,U2OS-01_1_D23,1,796.0,D23
33250,U2OS-01,U2OS-01_1_E02_s1.jpeg,U2OS-01_1_E02,1,51.0,E02
33251,U2OS-01,U2OS-01_1_E03_s1.jpeg,U2OS-01_1_E03,1,546.0,E03
33252,U2OS-01,U2OS-01_1_E04_s1.jpeg,U2OS-01_1_E04,1,335.0,E04
33253,U2OS-01,U2OS-01_1_E05_s1.jpeg,U2OS-01_1_E05,1,432.0,E05
33254,U2OS-01,U2OS-01_1_E06_s1.jpeg,U2OS-01_1_E06,1,666.0,E06
33255,U2OS-01,U2OS-01_1_E07_s1.jpeg,U2OS-01_1_E07,1,319.0,E07
33256,U2OS-01,U2OS-01_1_E08_s1.jpeg,U2OS-01_1_E08,1,142.0,E08
33257,U2OS-01,U2OS-01_1_E09_s1.jpeg,U2OS-01_1_E09,1,955.0,E09
33258,U2OS-01,U2OS-01_1_E10_s1.jpeg,U2OS-01_1_E10,1,686.0,E10
33259,U2OS-01,U2OS-01_1_E11_s1.jpeg,U2OS-01_1_E11,1,484.0,E11
33260,U2OS-01,U2OS-01_1_E12_s1.jpeg,U2OS-01_1_E12,1,337.0,E12
33261,U2OS-01,U2OS-01_1_E13_s1.jpeg,U2OS-01_1_E13,1,940.0,E13
33262,U2OS-01,U2OS-01_1_E14_s1.jpeg,U2OS-01_1_E14,1,365.0,E14
33263,U2OS-01,U2OS-01_1_E15_s1.jpeg,U2OS-01_1_E15,1,387.0,E15
33264,U2OS-01,U2OS-01_1_E16_s1.jpeg,U2OS-01_1_E16,1,525.0,E16
33265,U2OS-01,U2OS-01_1_E17_s1.jpeg,U2OS-01_1_E17,1,617.0,E17
33266,U2OS-01,U2OS-01_1_E18_s1.jpeg,U2OS-01_1_E18,1,32.0,E18
33267,U2OS-01,U2OS-01_1_E19_s1.jpeg,U2OS-01_1_E19,1,1007.0,E19
33268,U2OS-01,U2OS-01_1_E20_s1.jpeg,U2OS-01_1_E20,1,777.0,E20
33269,U2OS-01,U2OS-01_1_E21_s1.jpeg,U2OS-01_1_E21,1,119.0,E21
33270,U2OS-01,U2OS-01_1_E22_s1.jpeg,U2OS-01_1_E22,1,173.0,E22
33271,U2OS-01,U2OS-01_1_E23_s1.jpeg,U2OS-01_1_E23,1,807.0,E23
33272,U2OS-01,U2OS-01_1_F02_s1.jpeg,U2OS-01_1_F02,1,759.0,F02
33273,U2OS-01,U2OS-01_1_F04_s1.jpeg,U2OS-01_1_F04,1,886.0,F04
33274,U2OS-01,U2OS-01_1_F05_s1.jpeg,U2OS-01_1_F05,1,39.0,F05
33275,U2OS-01,U2OS-01_1_F06_s1.jpeg,U2OS-01_1_F06,1,198.0,F06
33276,U2OS-01,U2OS-01_1_F08_s1.jpeg,U2OS-01_1_F08,1,916.0,F08
33277,U2OS-01,U2OS-01_1_F09_s1.jpeg,U2OS-01_1_F09,1,168.0,F09
33278,U2OS-01,U2OS-01_1_F10_s1.jpeg,U2OS-01_1_F10,1,98.0,F10
33279,U2OS-01,U2OS-01_1_F12_s1.jpeg,U2OS-01_1_F12,1,1000.0,F12
33280,U2OS-01,U2OS-01_1_F13_s1.jpeg,U2OS-01_1_F13,1,191.0,F13
33281,U2OS-01,U2OS-01_1_F14_s1.jpeg,U2OS-01_1_F14,1,487.0,F14
33282,U2OS-01,U2OS-01_1_F16_s1.jpeg,U2OS-01_1_F16,1,214.0,F16
33283,U2OS-01,U2OS-01_1_F17_s1.jpeg,U2OS-01_1_F17,1,943.0,F17
33284,U2OS-01,U2OS-01_1_F18_s1.jpeg,U2OS-01_1_F18,1,863.0,F18
33285,U2OS-01,U2OS-01_1_F20_s1.jpeg,U2OS-01_1_F20,1,271.0,F20
33286,U2OS-01,U2OS-01_1_F21_s1.jpeg,U2OS-01_1_F21,1,437.0,F21
33287,U2OS-01,U2OS-01_1_F23_s1.jpeg,U2OS-01_1_F23,1,691.0,F23
33288,U2OS-01,U2OS-01_1_G02_s1.jpeg,U2OS-01_1_G02,1,99.0,G02
33289,U2OS-01,U2OS-01_1_G03_s1.jpeg,U2OS-01_1_G03,1,633.0,G03
33290,U2OS-01,U2OS-01_1_G04_s1.jpeg,U2OS-01_1_G04,1,21.0,G04
33291,U2OS-01,U2OS-01_1_G05_s1.jpeg,U2OS-01_1_G05,1,62.0,G05
33292,U2OS-01,U2OS-01_1_G06_s1.jpeg,U2OS-01_1_G06,1,818.0,G06
33293,U2OS-01,U2OS-01_1_G07_s1.jpeg,U2OS-01_1_G07,1,819.0,G07
33294,U2OS-01,U2OS-01_1_G08_s1.jpeg,U2OS-01_1_G08,1,583.0,G08
33295,U2OS-01,U2OS-01_1_G09_s1.jpeg,U2OS-01_1_G09,1,755.0,G09
33296,U2OS-01,U2OS-01_1_G10_s1.jpeg,U2OS-01_1_G10,1,237.0,G10
33297,U2OS-01,U2OS-01_1_G11_s1.jpeg,U2OS-01_1_G11,1,599.0,G11
33298,U2OS-01,U2OS-01_1_G12_s1.jpeg,U2OS-01_1_G12,1,289.0,G12
33299,U2OS-01,U2OS-01_1_G13_s1.jpeg,U2OS-01_1_G13,1,625.0,G13
33300,U2OS-01,U2OS-01_1_G14_s1.jpeg,U2OS-01_1_G14,1,869.0,G14
33301,U2OS-01,U2OS-01_1_G15_s1.jpeg,U2OS-01_1_G15,1,446.0,G15
33302,U2OS-01,U2OS-01_1_G16_s1.jpeg,U2OS-01_1_G16,1,866.0,G16
33303,U2OS-01,U2OS-01_1_G17_s1.jpeg,U2OS-01_1_G17,1,564.0,G17
33304,U2OS-01,U2OS-01_1_G18_s1.jpeg,U2OS-01_1_G18,1,246.0,G18
33305,U2OS-01,U2OS-01_1_G19_s1.jpeg,U2OS-01_1_G19,1,820.0,G19
33306,U2OS-01,U2OS-01_1_G20_s1.jpeg,U2OS-01_1_G20,1,127.0,G20
33307,U2OS-01,U2OS-01_1_G21_s1.jpeg,U2OS-01_1_G21,1,283.0,G21
33308,U2OS-01,U2OS-01_1_G22_s1.jpeg,U2OS-01_1_G22,1,769.0,G22
33309,U2OS-01,U2OS-01_1_G23_s1.jpeg,U2OS-01_1_G23,1,402.0,G23
33310,U2OS-01,U2OS-01_1_H02_s1.jpeg,U2OS-01_1_H02,1,749.0,H02
33311,U2OS-01,U2OS-01_1_H04_s1.jpeg,U2OS-01_1_H04,1,252.0,H04
33312,U2OS-01,U2OS-01_1_H05_s1.jpeg,U2OS-01_1_H05,1,197.0,H05
33313,U2OS-01,U2OS-01_1_H06_s1.jpeg,U2OS-01_1_H06,1,338.0,H06
33314,U2OS-01,U2OS-01_1_H08_s1.jpeg,U2OS-01_1_H08,1,527.0,H08
33315,U2OS-01,U2OS-01_1_H09_s1.jpeg,U2OS-01_1_H09,1,554.0,H09
33316,U2OS-01,U2OS-01_1_H10_s1.jpeg,U2OS-01_1_H10,1,145.0,H10
33317,U2OS-01,U2OS-01_1_H12_s1.jpeg,U2OS-01_1_H12,1,848.0,H12
33318,U2OS-01,U2OS-01_1_H13_s1.jpeg,U2OS-01_1_H13,1,961.0,H13
33319,U2OS-01,U2OS-01_1_H14_s1.jpeg,U2OS-01_1_H14,1,1074.0,H14
33320,U2OS-01,U2OS-01_1_H16_s1.jpeg,U2OS-01_1_H16,1,748.0,H16
33321,U2OS-01,U2OS-01_1_H17_s1.jpeg,U2OS-01_1_H17,1,595.0,H17
33322,U2OS-01,U2OS-01_1_H18_s1.jpeg,U2OS-01_1_H18,1,1091.0,H18
33323,U2OS-01,U2OS-01_1_H20_s1.jpeg,U2OS-01_1_H20,1,1012.0,H20
33324,U2OS-01,U2OS-01_1_H21_s1.jpeg,U2OS-01_1_H21,1,265.0,H21
33325,U2OS-01,U2OS-01_1_H23_s1.jpeg,U2OS-01_1_H23,1,643.0,H23
33326,U2OS-01,U2OS-01_1_I02_s1.jpeg,U2OS-01_1_I02,1,369.0,I02
33327,U2OS-01,U2OS-01_1_I03_s1.jpeg,U2OS-01_1_I03,1,530.0,I03
33328,U2OS-01,U2OS-01_1_I04_s1.jpeg,U2OS-01_1_I04,1,96.0,I04
33329,U2OS-01,U2OS-01_1_I05_s1.jpeg,U2OS-01_1_I05,1,593.0,I05
33330,U2OS-01,U2OS-01_1_I06_s1.jpeg,U2OS-01_1_I06,1,740.0,I06
33331,U2OS-01,U2OS-01_1_I07_s1.jpeg,U2OS-01_1_I07,1,677.0,I07
33332,U2OS-01,U2OS-01_1_I08_s1.jpeg,U2OS-01_1_I08,1,53.0,I08
33333,U2OS-01,U2OS-01_1_I09_s1.jpeg,U2OS-01_1_I09,1,278.0,I09
33334,U2OS-01,U2OS-01_1_I10_s1.jpeg,U2OS-01_1_I10,1,690.0,I10
33335,U2OS-01,U2OS-01_1_I11_s1.jpeg,U2OS-01_1_I11,1,76.0,I11
33336,U2OS-01,U2OS-01_1_I12_s1.jpeg,U2OS-01_1_I12,1,603.0,I12
33337,U2OS-01,U2OS-01_1_I13_s1.jpeg,U2OS-01_1_I13,1,120.0,I13
33338,U2OS-01,U2OS-01_1_I14_s1.jpeg,U2OS-01_1_I14,1,858.0,I14
33339,U2OS-01,U2OS-01_1_I15_s1.jpeg,U2OS-01_1_I15,1,438.0,I15
33340,U2OS-01,U2OS-01_1_I16_s1.jpeg,U2OS-01_1_I16,1,738.0,I16
33341,U2OS-01,U2OS-01_1_I17_s1.jpeg,U2OS-01_1_I17,1,590.0,I17
33342,U2OS-01,U2OS-01_1_I18_s1.jpeg,U2OS-01_1_I18,1,809.0,I18
33343,U2OS-01,U2OS-01_1_I19_s1.jpeg,U2OS-01_1_I19,1,485.0,I19
33344,U2OS-01,U2OS-01_1_I20_s1.jpeg,U2OS-01_1_I20,1,422.0,I20
33345,U2OS-01,U2OS-01_1_I21_s1.jpeg,U2OS-01_1_I21,1,551.0,I21
33346,U2OS-01,U2OS-01_1_I22_s1.jpeg,U2OS-01_1_I22,1,465.0,I22
33347,U2OS-01,U2OS-01_1_I23_s1.jpeg,U2OS-01_1_I23,1,1059.0,I23
33348,U2OS-01,U2OS-01_1_J02_s1.jpeg,U2OS-01_1_J02,1,808.0,J02
33349,U2OS-01,U2OS-01_1_J04_s1.jpeg,U2OS-01_1_J04,1,652.0,J04
33350,U2OS-01,U2OS-01_1_J05_s1.jpeg,U2OS-01_1_J05,1,671.0,J05
33351,U2OS-01,U2OS-01_1_J06_s1.jpeg,U2OS-01_1_J06,1,504.0,J06
33352,U2OS-01,U2OS-01_1_J08_s1.jpeg,U2OS-01_1_J08,1,616.0,J08
33353,U2OS-01,U2OS-01_1_J09_s1.jpeg,U2OS-01_1_J09,1,963.0,J09
33354,U2OS-01,U2OS-01_1_J10_s1.jpeg,U2OS-01_1_J10,1,1086.0,J10
33355,U2OS-01,U2OS-01_1_J12_s1.jpeg,U2OS-01_1_J12,1,114.0,J12
33356,U2OS-01,U2OS-01_1_J13_s1.jpeg,U2OS-01_1_J13,1,463.0,J13
33357,U2OS-01,U2OS-01_1_J14_s1.jpeg,U2OS-01_1_J14,1,215.0,J14
33358,U2OS-01,U2OS-01_1_J16_s1.jpeg,U2OS-01_1_J16,1,35.0,J16
33359,U2OS-01,U2OS-01_1_J17_s1.jpeg,U2OS-01_1_J17,1,1068.0,J17
33360,U2OS-01,U2OS-01_1_J18_s1.jpeg,U2OS-01_1_J18,1,795.0,J18
33361,U2OS-01,U2OS-01_1_J20_s1.jpeg,U2OS-01_1_J20,1,548.0,J20
33362,U2OS-01,U2OS-01_1_J21_s1.jpeg,U2OS-01_1_J21,1,834.0,J21
33363,U2OS-01,U2OS-01_1_J23_s1.jpeg,U2OS-01_1_J23,1,805.0,J23
33364,U2OS-01,U2OS-01_1_K02_s1.jpeg,U2OS-01_1_K02,1,1105.0,K02
33365,U2OS-01,U2OS-01_1_K03_s1.jpeg,U2OS-01_1_K03,1,516.0,K03
33366,U2OS-01,U2OS-01_1_K04_s1.jpeg,U2OS-01_1_K04,1,122.0,K04
33367,U2OS-01,U2OS-01_1_K05_s1.jpeg,U2OS-01_1_K05,1,774.0,K05
33368,U2OS-01,U2OS-01_1_K06_s1.jpeg,U2OS-01_1_K06,1,977.0,K06
33369,U2OS-01,U2OS-01_1_K07_s1.jpeg,U2OS-01_1_K07,1,860.0,K07
33370,U2OS-01,U2OS-01_1_K08_s1.jpeg,U2OS-01_1_K08,1,990.0,K08
33371,U2OS-01,U2OS-01_1_K09_s1.jpeg,U2OS-01_1_K09,1,995.0,K09
33372,U2OS-01,U2OS-01_1_K10_s1.jpeg,U2OS-01_1_K10,1,1071.0,K10
33373,U2OS-01,U2OS-01_1_K11_s1.jpeg,U2OS-01_1_K11,1,1099.0,K11
33374,U2OS-01,U2OS-01_1_K12_s1.jpeg,U2OS-01_1_K12,1,515.0,K12
33375,U2OS-01,U2OS-01_1_K13_s1.jpeg,U2OS-01_1_K13,1,1014.0,K13
33376,U2OS-01,U2OS-01_1_K14_s1.jpeg,U2OS-01_1_K14,1,49.0,K14
33377,U2OS-01,U2OS-01_1_K15_s1.jpeg,U2OS-01_1_K15,1,125.0,K15
33378,U2OS-01,U2OS-01_1_K16_s1.jpeg,U2OS-01_1_K16,1,115.0,K16
33379,U2OS-01,U2OS-01_1_K17_s1.jpeg,U2OS-01_1_K17,1,533.0,K17
33380,U2OS-01,U2OS-01_1_K18_s1.jpeg,U2OS-01_1_K18,1,375.0,K18
33381,U2OS-01,U2OS-01_1_K19_s1.jpeg,U2OS-01_1_K19,1,159.0,K19
33382,U2OS-01,U2OS-01_1_K20_s1.jpeg,U2OS-01_1_K20,1,636.0,K20
33383,U2OS-01,U2OS-01_1_K21_s1.jpeg,U2OS-01_1_K21,1,942.0,K21
33384,U2OS-01,U2OS-01_1_K22_s1.jpeg,U2OS-01_1_K22,1,716.0,K22
33385,U2OS-01,U2OS-01_1_K23_s1.jpeg,U2OS-01_1_K23,1,134.0,K23
33386,U2OS-01,U2OS-01_1_L02_s1.jpeg,U2OS-01_1_L02,1,608.0,L02
33387,U2OS-01,U2OS-01_1_L03_s1.jpeg,U2OS-01_1_L03,1,183.0,L03
33388,U2OS-01,U2OS-01_1_L04_s1.jpeg,U2OS-01_1_L04,1,646.0,L04
33389,U2OS-01,U2OS-01_1_L05_s1.jpeg,U2OS-01_1_L05,1,185.0,L05
33390,U2OS-01,U2OS-01_1_L06_s1.jpeg,U2OS-01_1_L06,1,936.0,L06
33391,U2OS-01,U2OS-01_1_L07_s1.jpeg,U2OS-01_1_L07,1,800.0,L07
33392,U2OS-01,U2OS-01_1_L08_s1.jpeg,U2OS-01_1_L08,1,637.0,L08
33393,U2OS-01,U2OS-01_1_L09_s1.jpeg,U2OS-01_1_L09,1,377.0,L09
33394,U2OS-01,U2OS-01_1_L10_s1.jpeg,U2OS-01_1_L10,1,469.0,L10
33395,U2OS-01,U2OS-01_1_L11_s1.jpeg,U2OS-01_1_L11,1,842.0,L11
33396,U2OS-01,U2OS-01_1_L12_s1.jpeg,U2OS-01_1_L12,1,279.0,L12
33397,U2OS-01,U2OS-01_1_L13_s1.jpeg,U2OS-01_1_L13,1,989.0,L13
33398,U2OS-01,U2OS-01_1_L14_s1.jpeg,U2OS-01_1_L14,1,512.0,L14
33399,U2OS-01,U2OS-01_1_L15_s1.jpeg,U2OS-01_1_L15,1,250.0,L15
33400,U2OS-01,U2OS-01_1_L16_s1.jpeg,U2OS-01_1_L16,1,494.0,L16
33401,U2OS-01,U2OS-01_1_L17_s1.jpeg,U2OS-01_1_L17,1,174.0,L17
33402,U2OS-01,U2OS-01_1_L18_s1.jpeg,U2OS-01_1_L18,1,1085.0,L18
33403,U2OS-01,U2OS-01_1_L19_s1.jpeg,U2OS-01_1_L19,1,658.0,L19
33404,U2OS-01,U2OS-01_1_L20_s1.jpeg,U2OS-01_1_L20,1,648.0,L20
33405,U2OS-01,U2OS-01_1_L21_s1.jpeg,U2OS-01_1_L21,1,300.0,L21
33406,U2OS-01,U2OS-01_1_L22_s1.jpeg,U2OS-01_1_L22,1,363.0,L22
33407,U2OS-01,U2OS-01_1_L23_s1.jpeg,U2OS-01_1_L23,1,520.0,L23
33408,U2OS-01,U2OS-01_1_M02_s1.jpeg,U2OS-01_1_M02,1,491.0,M02
33409,U2OS-01,U2OS-01_1_M04_s1.jpeg,U2OS-01_1_M04,1,763.0,M04
33410,U2OS-01,U2OS-01_1_M05_s1.jpeg,U2OS-01_1_M05,1,435.0,M05
33411,U2OS-01,U2OS-01_1_M06_s1.jpeg,U2OS-01_1_M06,1,123.0,M06
33412,U2OS-01,U2OS-01_1_M08_s1.jpeg,U2OS-01_1_M08,1,649.0,M08
33413,U2OS-01,U2OS-01_1_M09_s1.jpeg,U2OS-01_1_M09,1,259.0,M09
33414,U2OS-01,U2OS-01_1_M10_s1.jpeg,U2OS-01_1_M10,1,727.0,M10
33415,U2OS-01,U2OS-01_1_M12_s1.jpeg,U2OS-01_1_M12,1,713.0,M12
33416,U2OS-01,U2OS-01_1_M13_s1.jpeg,U2OS-01_1_M13,1,970.0,M13
33417,U2OS-01,U2OS-01_1_M14_s1.jpeg,U2OS-01_1_M14,1,359.0,M14
33418,U2OS-01,U2OS-01_1_M16_s1.jpeg,U2OS-01_1_M16,1,864.0,M16
33419,U2OS-01,U2OS-01_1_M17_s1.jpeg,U2OS-01_1_M17,1,135.0,M17
33420,U2OS-01,U2OS-01_1_M18_s1.jpeg,U2OS-01_1_M18,1,829.0,M18
33421,U2OS-01,U2OS-01_1_M20_s1.jpeg,U2OS-01_1_M20,1,443.0,M20
33422,U2OS-01,U2OS-01_1_M21_s1.jpeg,U2OS-01_1_M21,1,234.0,M21
33423,U2OS-01,U2OS-01_1_M23_s1.jpeg,U2OS-01_1_M23,1,210.0,M23
33424,U2OS-01,U2OS-01_1_N02_s1.jpeg,U2OS-01_1_N02,1,678.0,N02
33425,U2OS-01,U2OS-01_1_N03_s1.jpeg,U2OS-01_1_N03,1,586.0,N03
33426,U2OS-01,U2OS-01_1_N04_s1.jpeg,U2OS-01_1_N04,1,947.0,N04
33427,U2OS-01,U2OS-01_1_N05_s1.jpeg,U2OS-01_1_N05,1,969.0,N05
33428,U2OS-01,U2OS-01_1_N06_s1.jpeg,U2OS-01_1_N06,1,944.0,N06
33429,U2OS-01,U2OS-01_1_N07_s1.jpeg,U2OS-01_1_N07,1,815.0,N07
33430,U2OS-01,U2OS-01_1_N08_s1.jpeg,U2OS-01_1_N08,1,163.0,N08
33431,U2OS-01,U2OS-01_1_N09_s1.jpeg,U2OS-01_1_N09,1,311.0,N09
33432,U2OS-01,U2OS-01_1_N10_s1.jpeg,U2OS-01_1_N10,1,664.0,N10
33433,U2OS-01,U2OS-01_1_N11_s1.jpeg,U2OS-01_1_N11,1,184.0,N11
33434,U2OS-01,U2OS-01_1_N12_s1.jpeg,U2OS-01_1_N12,1,186.0,N12
33435,U2OS-01,U2OS-01_1_N13_s1.jpeg,U2OS-01_1_N13,1,151.0,N13
33436,U2OS-01,U2OS-01_1_N14_s1.jpeg,U2OS-01_1_N14,1,84.0,N14
33437,U2OS-01,U2OS-01_1_N15_s1.jpeg,U2OS-01_1_N15,1,448.0,N15
33438,U2OS-01,U2OS-01_1_N16_s1.jpeg,U2OS-01_1_N16,1,368.0,N16
33439,U2OS-01,U2OS-01_1_N17_s1.jpeg,U2OS-01_1_N17,1,679.0,N17
33440,U2OS-01,U2OS-01_1_N18_s1.jpeg,U2OS-01_1_N18,1,167.0,N18
33441,U2OS-01,U2OS-01_1_N19_s1.jpeg,U2OS-01_1_N19,1,888.0,N19
33442,U2OS-01,U2OS-01_1_N20_s1.jpeg,U2OS-01_1_N20,1,394.0,N20
33443,U2OS-01,U2OS-01_1_N21_s1.jpeg,U2OS-01_1_N21,1,707.0,N21
33444,U2OS-01,U2OS-01_1_N22_s1.jpeg,U2OS-01_1_N22,1,782.0,N22
33445,U2OS-01,U2OS-01_1_N23_s1.jpeg,U2OS-01_1_N23,1,1093.0,N23
33446,U2OS-01,U2OS-01_1_O02_s1.jpeg,U2OS-01_1_O02,1,310.0,O02
33447,U2OS-01,U2OS-01_1_O03_s1.jpeg,U2OS-01_1_O03,1,922.0,O03
33448,U2OS-01,U2OS-01_1_O04_s1.jpeg,U2OS-01_1_O04,1,873.0,O04
33449,U2OS-01,U2OS-01_1_O05_s1.jpeg,U2OS-01_1_O05,1,510.0,O05
33450,U2OS-01,U2OS-01_1_O06_s1.jpeg,U2OS-01_1_O06,1,255.0,O06
33451,U2OS-01,U2OS-01_1_O07_s1.jpeg,U2OS-01_1_O07,1,396.0,O07
33452,U2OS-01,U2OS-01_1_O08_s1.jpeg,U2OS-01_1_O08,1,1087.0,O08
33453,U2OS-01,U2OS-01_1_O09_s1.jpeg,U2OS-01_1_O09,1,908.0,O09
33454,U2OS-01,U2OS-01_1_O10_s1.jpeg,U2OS-01_1_O10,1,129.0,O10
33455,U2OS-01,U2OS-01_1_O11_s1.jpeg,U2OS-01_1_O11,1,821.0,O11
33456,U2OS-01,U2OS-01_1_O12_s1.jpeg,U2OS-01_1_O12,1,322.0,O12
33457,U2OS-01,U2OS-01_1_O13_s1.jpeg,U2OS-01_1_O13,1,992.0,O13
33458,U2OS-01,U2OS-01_1_O14_s1.jpeg,U2OS-01_1_O14,1,919.0,O14
33459,U2OS-01,U2OS-01_1_O15_s1.jpeg,U2OS-01_1_O15,1,347.0,O15
33460,U2OS-01,U2OS-01_1_O16_s1.jpeg,U2OS-01_1_O16,1,480.0,O16
33461,U2OS-01,U2OS-01_1_O17_s1.jpeg,U2OS-01_1_O17,1,65.0,O17
33462,U2OS-01,U2OS-01_1_O18_s1.jpeg,U2OS-01_1_O18,1,672.0,O18
33463,U2OS-01,U2OS-01_1_O19_s1.jpeg,U2OS-01_1_O19,1,190.0,O19
